Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Central African Republic,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,Energy use (kg of oil equivalent per capita),4251.435911,4307.820754,4451.560116,4694.12007,4903.607607,5153.932412,5272.664705,5557.29174,5871.520391,6091.10001,6476.388529,6436.226256,6863.444335,7084.623683,7089.999991,7170.412528,7293.698609,7431.439886,7561.744939,7862.206395,7828.837983,7555.244931,7173.555164,7076.523318,7368.74044,7468.096343,7521.886893,7671.1996,7885.2444,7963.297905,7630.092306,7517.330304,7601.685177,7770.546448,7957.245633,7979.898446,8053.454858,8056.243628,7948.397278,8107.515156,8265.079925,8056.349425,7993.879384,8341.343144,8455.547014,8422.034308,8239.946371,8213.389543,8194.880771,7797.121136,7788.560786,7911.554588,7733.411655,7743.725742,7897.855615,7631.34157,,,
Central Europe and the Baltics,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,2611.214915,2666.458767,2769.254173,2785.949666,2925.664714,3055.991198,3195.305988,3347.35222,3407.4863,3403.123675,3263.071148,3337.527645,3320.967922,3291.373444,3366.213173,3433.730485,3516.414535,3497.115076,3371.984832,3089.524941,2832.542308,2624.1144,2609.578964,2502.917136,2609.643905,2697.218477,2642.391892,2519.731598,2394.8729,2376.471067,2456.952678,2484.393209,2570.983706,2579.474482,2617.576469,2690.908886,2696.754909,2706.449045,2527.351474,2634.983932,2637.759995,2566.107153,2511.709559,2470.544318,,,,
Switzerland,Energy use (kg of oil equivalent per capita),1398.654836,1454.755116,1568.91106,1869.587498,1819.435337,1943.600516,1966.692137,2040.8279,2172.603883,2334.44403,2556.658707,2637.670782,2727.719217,2998.005183,2783.514537,2710.772924,2821.012886,2877.792909,2995.016825,3042.179155,3170.575472,3093.323276,2984.223263,3173.307578,3239.369965,3412.391109,3544.52206,3430.855513,3436.875833,3339.083472,3627.692811,3637.19412,3613.284329,3490.886554,3494.447149,3421.651041,3473.206304,3525.891301,3557.990076,3547.37289,3480.591572,3673.292573,3553.740257,3542.065603,3530.578345,3488.218348,3619.151639,3410.819883,3499.790982,3481.852845,3347.618356,3205.328271,3202.834337,3304.115438,3059.936749,2960.073389,,,
Channel Islands,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,875.4084267,874.767832,828.0369759,809.2255694,720.5473746,751.3020971,766.8010128,782.2294104,815.0660376,830.0282993,831.3797583,751.8430615,766.6628877,795.2314658,781.797136,804.4922381,817.4095644,910.4964092,1004.110192,1055.348615,1061.487524,1129.087126,1138.481013,1204.921737,1275.428128,1392.712737,1538.528508,1572.720184,1650.611365,1640.410373,1591.725518,1630.125241,1629.899824,1717.859495,1752.727616,1805.221118,1852.505249,1815.207845,1748.328486,1807.915658,1950.23836,2138.299368,2202.11522,2032.934757,2005.551062,,,
China,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,464.933157,477.1687087,483.7173753,486.1679858,527.4883375,537.1747315,577.2110106,617.1549011,619.0436623,609.4551957,597.1467101,606.8304373,621.9107172,651.0749586,657.7597361,671.2095033,694.42236,720.3414958,724.1161051,766.9953294,736.8518014,752.6286625,788.1287236,816.16289,866.8343743,881.6537374,871.7563238,869.3586073,878.5245355,898.9873131,928.8114337,984.8107146,1118.431773,1268.132904,1393.691324,1515.173678,1630.171029,1672.90412,1778.433519,1954.722556,2086.486904,2155.164788,2213.759327,2236.729908,,,,
Cote d'Ivoire,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,460.6939271,467.1910414,460.6825706,458.9175312,461.611661,475.263593,463.0171283,473.30996,457.8724363,444.8687707,424.0284757,404.0890411,377.8567602,369.3805327,372.7701086,398.0486221,392.0371981,384.7565533,384.1020291,364.3742405,361.5783722,380.4980339,380.4149946,376.6460074,362.9619989,394.7592135,390.4049677,377.9558359,438.1728373,412.6449102,387.471603,405.0570294,374.9154669,517.4602323,524.0361581,504.3240396,531.0260887,521.9083925,467.4630482,494.9525519,554.0660589,586.274506,612.5489502,612.640154,,,,
Cameroon,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,402.8880682,401.1710487,399.228879,399.1779269,407.4079989,401.9327786,417.9525734,419.3207459,422.3973103,423.9983594,431.7205254,437.8545397,439.4995651,439.7773032,442.6376598,435.1687464,429.4287128,429.2983148,431.4832222,422.8194221,414.3358429,406.7248615,408.8831779,411.3390206,407.1696975,406.1527414,406.8361915,407.7812147,400.3711607,406.708803,400.7898218,399.5311782,404.798622,406.3219865,397.8108553,368.9174312,338.4741351,332.1719704,349.3707074,342.4963108,321.1590161,322.2788585,329.5873435,335.2015077,,,,
"Congo, Dem. Rep.",Energy use (kg of oil equivalent per capita),,,,,,,,,,,,324.7865804,324.3879195,326.9067856,326.9013797,326.1869836,322.0057975,322.6727309,322.2703128,327.0881566,321.1842463,328.4254529,320.8686953,333.5034746,341.847314,333.0869691,330.8520513,335.0687253,337.6520141,335.6960373,340.8739501,328.9665181,322.1900067,316.0913147,305.9066566,308.7280344,310.4029883,308.14814,308.4934042,302.5419443,295.2242256,296.8030528,298.2286776,300.0030335,302.3029881,304.1560162,305.6769538,306.6367264,307.6549802,306.5489534,307.4199536,315.7665596,378.9170668,385.1692055,389.3319231,,,,
"Congo, Rep.",Energy use (kg of oil equivalent per capita),,,,,,,,,,,,372.2969268,374.4896987,367.6297099,363.9604438,359.9014482,382.8634228,353.7870218,356.9490119,346.4217837,348.5922425,349.002421,359.4142848,391.071008,367.7265091,372.1533049,356.1176333,352.1040878,333.4526869,336.870074,334.0589128,339.3618888,326.1360058,319.2048981,267.7168076,297.1745169,272.1689562,253.0450462,246.0267098,235.2804883,226.9839174,247.2848254,242.134832,277.6529665,286.1379167,299.9860604,378.7737231,325.0534878,336.0904164,371.3707585,392.3676993,508.0369178,567.3611225,567.8604193,554.8084072,,,,
Colombia,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,629.510434,615.7444177,605.701175,627.469615,641.3963354,652.2327413,656.8021794,639.6326323,610.8351258,658.2040501,652.2541664,656.35648,663.3605197,671.2173554,667.4080949,711.8534847,721.2559423,728.401816,719.944565,731.7438296,725.353977,727.6019695,746.6087795,758.5347445,757.7595097,762.5262677,727.1629581,748.7950063,658.7367044,651.3635338,638.5984965,616.606655,620.3290248,617.8999383,635.0564367,658.9185868,646.797477,669.2489375,686.1075296,689.9796783,684.3971102,684.6183576,723.7871852,724.0471092,,,,
Comoros,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.36015552,,,,,,,,,,,,,,56.9296818,60.49438628,67.04713254,63.90075122,,,,,,,,,,,
Cabo Verde,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.94798639,,,,,,,,,,,,,,194.9117094,213.8081169,217.4052049,216.8147181,,,,,,,,,,,
Costa Rica,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,426.1498874,443.8492744,471.2644428,449.7505436,475.1631659,467.0585667,529.678117,558.1444326,561.3437388,525.8305833,480.55537,455.9855652,436.5207364,460.8867201,461.834128,471.4803921,489.4166111,488.4919564,529.8443936,537.7365053,555.851578,699.2502708,695.3543252,667.9511072,664.9334064,651.8001234,644.7119872,626.6902776,676.5693887,725.2181269,716.5840289,741.5917141,783.8896383,915.2341157,902.0485815,962.5568301,1023.571571,1027.498894,1008.884386,1015.012743,1004.728598,1009.457765,1021.262489,1023.008944,,,,
Caribbean small states,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873.094759,,,,,,,,,,3251.504108,3501.883487,3592.645183,3925.835171,3065.61148,3371.006969,3690.77446,3836.672207,4918.348816,4826.410091,5025.500574,4959.115966,4821.442183,4867.933693,4814.846775,,,,
Cuba,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,1182.629887,1118.906479,1175.11203,1225.655875,1241.533267,1288.925862,1388.2207,1459.089757,1485.859401,1486.536367,1487.643209,1501.462579,1575.741907,1533.960867,1514.573856,1496.60086,1544.624325,1605.119918,1743.499697,1642.750152,1349.567463,1175.521151,977.0469018,1002.355593,997.5262329,1084.170796,1108.790005,1034.784012,1072.116175,1144.784715,1114.664951,1035.417621,1027.57075,1002.436543,947.4352715,945.9763252,901.335529,958.2083998,1016.655193,1099.502825,1032.819599,1065.343644,1022.160525,1034.686071,,,,
Curacao,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,37113.33953,36146.69961,40710.11218,37557.34036,25763.47323,28353.1282,28090.6737,25027.22106,25303.04158,26517.45125,25001.64167,27354.02163,28902.85064,19859.93813,11685.01942,11099.90043,9544.039193,8775.992603,9465.437568,10030.15131,10062.53333,10501.83445,8854.510426,8997.116781,9055.71211,9222.18501,16175.1953,18814.37234,14680.92492,15720.11056,16994.13392,16662.99292,15566.69219,16180.823,15178.82724,14581.1072,16222.45516,15326.48752,15608.494,13710.07982,16064.05182,13395.36979,11727.50972,12650.86044,,,,
Cayman Islands,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,945.8202265,1188.663021,1231.209859,924.7569793,869.1868116,998.4548163,1074.371361,1123.523759,1208.208763,1261.515454,1232.101374,1247.82493,1290.513877,1327.222902,1306.777891,1460.413567,1635.562971,1642.222264,1675.875145,1780.700873,1778.908576,1958.79522,2056.493711,2298.322801,1981.396638,2157.549091,2071.933033,2174.781171,2145.329714,2265.407245,2201.695138,2193.681651,2346.799347,2161.637675,2159.594302,2207.928785,2292.2245,2388.589477,2299.796099,2195.337638,2105.256514,1961.81212,1687.829693,1712.159752,,,,
Czech Republic,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,4618.408711,4613.780591,4551.296952,4194.684185,4342.960366,4438.443585,4716.462701,4429.802566,4703.037045,4557.317686,4567.93052,4633.611367,4646.574497,4740.971072,4764.268339,4839.935925,4978.254945,4876.221068,4739.002775,4796.941458,4349.236238,4222.416576,4089.408515,3963.314094,4019.804879,4152.938259,4184.884684,4057.405827,3782.889207,3988.038494,4111.152482,4163.450106,4357.572662,4460.259931,4400.878113,4491.516134,4468.960352,4330.712691,4034.74351,4237.896741,4077.356059,4054.085018,3989.991414,3915.113582,3860.002964,,,
Germany,Energy use (kg of oil equivalent per capita),1952.588632,1994.324633,2124.848539,2281.289928,2341.146313,2378.339732,2387.684875,2388.412347,2561.522585,2772.010929,3860.864936,3895.264726,4017.337385,4240.061862,4158.271626,3984.974239,4314.581637,4336.087404,4483.880847,4685.296728,4562.295973,4399.499823,4257.864407,4268.048912,4447.316635,4598.138495,4589.153656,4616.397062,4629.177666,4514.704706,4421.364531,4302.891175,4190.98422,4122.69574,4088.79813,4119.688948,4246.553191,4203.357367,4177.294129,4079.933344,4094.06036,4209.796087,4108.401299,4084.503346,4114.389928,4086.503407,4204.654689,3985.811955,4036.830781,3790.501152,3997.079421,3869.816229,3876.948104,3939.529563,3779.461921,3817.549415,,,
Djibouti,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.2863966,,,,,,,,,,,,,,172.368433,177.4647815,179.9731425,177.5402849,,,,,,,,,,,
Dominica,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.6517275,,,,,,,,,,,,,,554.1189509,580.827041,593.9081988,607.3875274,,,,,,,,,,,
Denmark,Energy use (kg of oil equivalent per capita),1922.973673,2023.30839,2296.289563,2502.927644,2600.155821,2822.734845,3067.427832,3061.110107,3203.752279,3699.530444,3971.430728,3728.538022,3858.592122,3781.757201,3489.606459,3453.207222,3745.561839,3830.10381,3894.637761,4020.036542,3735.144086,3381.43445,3422.374805,3233.1601,3353.461203,3774.101134,3823.501807,3819.832129,3642.119646,3414.211605,3376.783307,3734.818398,3561.890369,3645.515346,3760.577237,3706.440187,4170.252024,3848.155844,3772.110277,3602.670638,3489.614796,3583.955723,3535.098014,3727.834179,3597.17296,3487.631914,3728.171039,3622.596833,3501.513847,3329.211067,3510.79685,3230.188031,3091.58158,3125.33776,2872.573547,2816.614565,,,
Dominican Republic,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,505.8277018,573.9124236,586.9122509,601.5782413,598.8381688,603.4893485,602.4379103,603.0536556,612.0278987,591.7817367,598.642769,598.02036,622.3169299,641.7660229,523.8756238,532.8577003,591.6613137,555.3983782,537.2029389,562.8139591,556.6242559,605.7841282,576.3918805,650.2306764,671.0871264,688.6863094,755.9760413,786.2954758,805.2201993,852.25008,814.3059551,851.6183714,794.6209158,708.7403966,760.0917507,776.5663132,779.6497881,771.974424,748.1899106,776.6888108,781.4702834,815.3907532,759.6939519,751.795394,,,,
